prospect_stage,source,mx_lead_substage,mx_lender_disbursal_date,mx_risk_category,mx_final_loan_amount,mx_current_address_zip,Perm Address State,Curr Address State
Disbursed,,Disbursed,03-03-2026,Low,40000.0,277001,Uttar Pradesh,Uttar Pradesh
Disbursed,tp_form,Disbursed,07-04-2026,Low,79000.0,444201,Maharashtra,Maharashtra
Disbursed,,Disbursed,07-04-2026,Low,44000.0,503246,Telangana,Telangana
Disbursed,,Disbursed,16-01-2026,Low,53000.0,384001,Gujarat,Gujarat
Disbursed,,Disbursed,09-01-2026,Medium,100000.0,400102,Maharashtra,Maharashtra
Disbursed,,Disbursed,23-02-2026,High,193000.0,401604,Rajasthan,Maharashtra
Disbursed,,Disbursed,29-03-2026,Low,95000.0,207001,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,14-02-2026,Low,69000.0,365640,Gujarat,Gujarat
Disbursed,,Disbursed,27-01-2026,High,115000.0,110032,Delhi,Delhi
Disbursed,,Disbursed,08-03-2026,High,64000.0,483990,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,26-04-2026,High,145000.0,505490,Uttar Pradesh,Telangana
Disbursed,,Disbursed,04-01-2026,High,178000.0,244602,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,16-03-2026,Very High,104000.0,721601,Uttar Pradesh,West Bengal
Disbursed,,Disbursed,03-03-2026,Low,109000.0,500020,Telangana,Telangana
Disbursed,,Disbursed,04-03-2026,Medium,100000.0,208020,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,24-04-2026,Low,101000.0,627202,Tamil Nadu,Tamil Nadu
Disbursed,tp_form,Disbursed,09-02-2026,Very High,225000.0,627415,Uttar Pradesh,Tamil Nadu
Disbursed,,Disbursed,07-01-2026,Medium,73000.0,110007,Odisha,Delhi
Disbursed,,Disbursed,09-04-2026,Medium,108000.0,504309,Telangana,Telangana
Disbursed,,Disbursed,10-02-2026,High,166000.0,326519,Rajasthan,Rajasthan
Disbursed,,Disbursed,14-03-2026,Low,46000.0,736158,Uttar Pradesh,West Bengal
Disbursed,,Disbursed,28-04-2026,High,123000.0,731302,West Bengal,West Bengal
Disbursed,,Disbursed,11-02-2026,Medium,99000.0,591115,Karnataka,Karnataka
Disbursed,,Disbursed,07-02-2026,High,154000.0,561212,Karnataka,Karnataka
Disbursed,,Disbursed,05-03-2026,Low,43000.0,222109,Rajasthan,Uttar Pradesh
Disbursed,,Disbursed,06-03-2026,High,69000.0,261203,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,21-02-2026,Medium,51000.0,484447,Rajasthan,Madhya Pradesh
Disbursed,,Disbursed,13-01-2026,High,169000.0,110014,Delhi,Delhi
Disbursed,,Disbursed,01-03-2026,Low,44000.0,571807,Karnataka,Karnataka
Disbursed,,Disbursed,10-01-2026,Medium,71000.0,321410,Rajasthan,Rajasthan
Disbursed,,Disbursed,24-03-2026,High,189000.0,395023,Madhya Pradesh,Gujarat
Disbursed,,Disbursed,24-02-2026,Low,119000.0,333020,Rajasthan,Rajasthan
Disbursed,,Disbursed,13-04-2026,Very High,222000.0,396165,Bihar,Gujarat
Disbursed,,Disbursed,22-01-2026,Medium,71000.0,110012,Delhi,Delhi
Disbursed,,Disbursed,19-04-2026,Low,90000.0,110106,Delhi,Delhi
Disbursed,,Disbursed,24-04-2026,Medium,57000.0,272164,Bihar,Uttar Pradesh
Disbursed,,Disbursed,27-02-2026,Medium,42000.0,224146,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,14-03-2026,Medium,93000.0,335522,Rajasthan,Rajasthan
Disbursed,,Disbursed,09-02-2026,Low,114000.0,110073,Delhi,Delhi
Disbursed,,Disbursed,17-03-2026,Medium,132000.0,305922,Uttar Pradesh,Rajasthan
Disbursed,,Disbursed,02-03-2026,High,143000.0,572106,Karnataka,Karnataka
Disbursed,,Disbursed,08-03-2026,Medium,121000.0,231215,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,26-03-2026,High,57000.0,574153,Karnataka,Karnataka
Disbursed,,Disbursed,15-04-2026,Medium,150000.0,721601,West Bengal,West Bengal
Disbursed,,Disbursed,01-01-2026,High,185000.0,721516,West Bengal,West Bengal
Disbursed,,Disbursed,02-02-2026,Low,37000.0,455115,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,27-03-2026,Very High,129000.0,487881,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,13-03-2026,Medium,81000.0,401107,Maharashtra,Maharashtra
Disbursed,,Disbursed,10-01-2026,Very High,59000.0,394310,Gujarat,Gujarat
Disbursed,,Disbursed,10-02-2026,Medium,127000.0,272177,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,19-02-2026,High,185000.0,629177,Uttar Pradesh,Tamil Nadu
Disbursed,,Disbursed,11-01-2026,High,92000.0,630557,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,13-04-2026,Medium,79000.0,635203,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,06-04-2026,Medium,41000.0,110073,Madhya Pradesh,Delhi
Disbursed,,Disbursed,15-01-2026,Low,36000.0,362037,Rajasthan,Gujarat
Disbursed,,Disbursed,24-04-2026,Low,31000.0,110099,Delhi,Delhi
Disbursed,,Disbursed,14-03-2026,Medium,83000.0,627755,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,13-01-2026,High,106000.0,733102,West Bengal,West Bengal
Disbursed,,Disbursed,26-02-2026,Medium,39000.0,401603,Maharashtra,Maharashtra
Disbursed,,Disbursed,15-02-2026,High,163000.0,394310,Gujarat,Gujarat
Disbursed,,Disbursed,27-03-2026,Medium,162000.0,721506,Madhya Pradesh,West Bengal
Disbursed,,Disbursed,20-04-2026,Low,89000.0,387550,Gujarat,Gujarat
Disbursed,,Disbursed,20-02-2026,Low,77000.0,500989,Telangana,Telangana
Disbursed,,Disbursed,08-04-2026,Medium,140000.0,560023,Karnataka,Karnataka
Disbursed,,Disbursed,06-02-2026,Low,44000.0,360576,Gujarat,Gujarat
Disbursed,,Disbursed,05-03-2026,Low,111000.0,425112,Madhya Pradesh,Maharashtra
Disbursed,,Disbursed,04-02-2026,Medium,66000.0,614622,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,08-03-2026,Low,38000.0,110019,Delhi,Delhi
Disbursed,,Disbursed,25-04-2026,Medium,128000.0,485773,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,17-02-2026,High,123000.0,611110,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,14-03-2026,Medium,43000.0,503175,Telangana,Telangana
Disbursed,,Disbursed,07-03-2026,Low,63000.0,741248,Odisha,West Bengal
Disbursed,,Disbursed,24-02-2026,Medium,43000.0,305024,Rajasthan,Rajasthan
Disbursed,,Disbursed,26-02-2026,High,108000.0,485881,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,09-04-2026,Low,40000.0,227806,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,30-04-2026,Medium,43000.0,110069,Odisha,Delhi
Disbursed,,Disbursed,01-02-2026,Medium,54000.0,465661,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,23-04-2026,Very High,173000.0,334604,Rajasthan,Rajasthan
Disbursed,,Disbursed,05-04-2026,Very High,217000.0,382421,Madhya Pradesh,Gujarat
Disbursed,tp_form,Disbursed,28-01-2026,Low,96000.0,464331,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,11-03-2026,Low,68000.0,503321,Rajasthan,Telangana
Disbursed,tp_form,Disbursed,18-04-2026,High,151000.0,721645,West Bengal,West Bengal
Disbursed,,Disbursed,30-03-2026,Low,57000.0,245205,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,07-04-2026,Low,119000.0,110019,Odisha,Delhi
Disbursed,,Disbursed,27-01-2026,High,169000.0,638110,Tamil Nadu,Tamil Nadu
Disbursed,tp_form,Disbursed,04-03-2026,Very High,89000.0,384001,Gujarat,Gujarat
Disbursed,tp_form,Disbursed,24-03-2026,Medium,61000.0,465661,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,06-01-2026,Very High,193000.0,460666,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,17-04-2026,Low,46000.0,574115,Karnataka,Karnataka
Disbursed,,Disbursed,14-02-2026,Medium,118000.0,110056,Delhi,Delhi
Disbursed,,Disbursed,21-03-2026,Low,40000.0,585315,Uttar Pradesh,Karnataka
Disbursed,tp_form,Disbursed,06-02-2026,Low,47000.0,431741,Maharashtra,Maharashtra
Disbursed,,Disbursed,24-04-2026,High,154000.0,502371,Telangana,Telangana
Disbursed,tp_form,Disbursed,11-01-2026,Medium,114000.0,501143,Telangana,Telangana
Disbursed,,Disbursed,16-03-2026,Medium,63000.0,635001,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,25-02-2026,Medium,107000.0,271310,Uttar Pradesh,Uttar Pradesh
Disbursed,tp_form,Disbursed,29-03-2026,Low,29000.0,591302,Uttar Pradesh,Karnataka
Disbursed,,Disbursed,28-02-2026,Low,49000.0,464884,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,08-01-2026,Very High,131000.0,110102,Madhya Pradesh,Delhi
Disbursed,,Disbursed,23-02-2026,Medium,150000.0,586127,Rajasthan,Karnataka
Disbursed,tp_form,Disbursed,20-02-2026,Low,38000.0,485772,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,12-04-2026,Medium,57000.0,241305,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,06-04-2026,Very High,67000.0,600012,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,24-03-2026,Medium,104000.0,209859,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,13-03-2026,Low,102000.0,412411,Maharashtra,Maharashtra
Disbursed,,Disbursed,30-01-2026,Medium,155000.0,500020,Uttar Pradesh,Telangana
Disbursed,,Disbursed,13-04-2026,Low,97000.0,500118,Odisha,Telangana
Disbursed,,Disbursed,27-01-2026,Low,28000.0,208006,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,18-01-2026,Low,59000.0,396126,Rajasthan,Gujarat
Disbursed,,Disbursed,02-03-2026,High,122000.0,581116,Karnataka,Karnataka
Disbursed,,Disbursed,23-03-2026,Low,82000.0,444504,Bihar,Maharashtra
Disbursed,,Disbursed,12-01-2026,Low,113000.0,581318,Uttar Pradesh,Karnataka
Disbursed,,Disbursed,31-01-2026,High,153000.0,700110,West Bengal,West Bengal
Disbursed,,Disbursed,19-04-2026,Low,97000.0,574122,Karnataka,Karnataka
Disbursed,,Disbursed,14-01-2026,Low,84000.0,311602,Madhya Pradesh,Rajasthan
Disbursed,,Disbursed,09-01-2026,Medium,109000.0,600050,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,28-03-2026,High,117000.0,506369,Telangana,Telangana
Disbursed,,Disbursed,10-03-2026,Low,71000.0,700066,West Bengal,West Bengal
Disbursed,,Disbursed,03-01-2026,Medium,91000.0,110029,Delhi,Delhi
Disbursed,,Disbursed,08-01-2026,Low,94000.0,500066,Telangana,Telangana
Disbursed,,Disbursed,20-01-2026,Low,95000.0,208006,Uttar Pradesh,Uttar Pradesh
Disbursed,tp_form,Disbursed,03-03-2026,Low,64000.0,110064,Delhi,Delhi
Disbursed,,Disbursed,24-04-2026,High,95000.0,606904,Odisha,Tamil Nadu
Disbursed,,Disbursed,23-02-2026,Low,31000.0,501158,Telangana,Telangana
Disbursed,,Disbursed,06-01-2026,Low,80000.0,321610,Rajasthan,Rajasthan
Disbursed,,Disbursed,02-01-2026,Medium,49000.0,277402,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,18-04-2026,High,161000.0,621103,Odisha,Tamil Nadu
Disbursed,,Disbursed,17-01-2026,Medium,142000.0,743429,West Bengal,West Bengal
Disbursed,,Disbursed,07-02-2026,Low,97000.0,606904,Uttar Pradesh,Tamil Nadu
Disbursed,,Disbursed,29-03-2026,Low,88000.0,110004,Delhi,Delhi
Disbursed,tp_form,Disbursed,19-01-2026,Low,97000.0,584132,Uttar Pradesh,Karnataka
Disbursed,,Disbursed,21-04-2026,Medium,63000.0,209101,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,11-04-2026,Low,35000.0,506369,Telangana,Telangana
Disbursed,,Disbursed,09-03-2026,High,189000.0,444707,Odisha,Maharashtra
Disbursed,,Disbursed,09-02-2026,High,85000.0,331701,Rajasthan,Rajasthan
Disbursed,,Disbursed,02-04-2026,High,92000.0,110062,Delhi,Delhi
Disbursed,,Disbursed,27-03-2026,Medium,145000.0,506366,Telangana,Telangana
Disbursed,,Disbursed,26-01-2026,Medium,117000.0,222144,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,06-01-2026,Low,29000.0,412211,Maharashtra,Maharashtra
Disbursed,,Disbursed,26-03-2026,Medium,48000.0,262701,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,17-01-2026,Low,28000.0,322241,Rajasthan,Rajasthan
Disbursed,tp_form,Disbursed,06-04-2026,Very High,155000.0,321609,Rajasthan,Rajasthan
Disbursed,,Disbursed,09-04-2026,Medium,161000.0,362037,Uttar Pradesh,Gujarat
Disbursed,tp_form,Disbursed,15-04-2026,Very High,100000.0,742122,West Bengal,West Bengal
Disbursed,,Disbursed,15-02-2026,Medium,86000.0,110088,Delhi,Delhi
Disbursed,,Disbursed,25-04-2026,Low,89000.0,470669,Odisha,Madhya Pradesh
Disbursed,,Disbursed,05-03-2026,Low,78000.0,444511,Maharashtra,Maharashtra
Disbursed,,Disbursed,09-01-2026,High,68000.0,481111,Uttar Pradesh,Madhya Pradesh
Disbursed,,Disbursed,17-02-2026,Low,35000.0,388543,Gujarat,Gujarat
Disbursed,,Disbursed,15-01-2026,Low,38000.0,581347,Karnataka,Karnataka
Disbursed,,Disbursed,29-01-2026,Medium,113000.0,442401,Bihar,Maharashtra
Disbursed,,Disbursed,25-03-2026,High,166000.0,743375,West Bengal,West Bengal
Disbursed,,Disbursed,04-04-2026,Low,30000.0,584132,Bihar,Karnataka
Disbursed,,Disbursed,14-03-2026,High,92000.0,733201,West Bengal,West Bengal
Disbursed,,Disbursed,31-01-2026,Low,61000.0,627803,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,11-02-2026,High,94000.0,505526,Odisha,Telangana
Disbursed,,Disbursed,02-02-2026,Low,45000.0,333041,Rajasthan,Rajasthan
Disbursed,,Disbursed,18-04-2026,Low,57000.0,410509,Maharashtra,Maharashtra
Disbursed,tp_form,Disbursed,06-01-2026,Low,49000.0,470001,Odisha,Madhya Pradesh
Disbursed,,Disbursed,09-03-2026,Very High,105000.0,505460,Telangana,Telangana
Disbursed,,Disbursed,03-04-2026,Very High,146000.0,305001,Uttar Pradesh,Rajasthan
Disbursed,,Disbursed,05-01-2026,Low,86000.0,360040,Gujarat,Gujarat
Disbursed,,Disbursed,08-02-2026,High,93000.0,635101,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,30-01-2026,Medium,75000.0,473774,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,30-04-2026,High,120000.0,380049,Odisha,Gujarat
Disbursed,,Disbursed,26-01-2026,Medium,145000.0,721650,West Bengal,West Bengal
Disbursed,tp_form,Disbursed,13-04-2026,Low,62000.0,627755,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,02-04-2026,Low,51000.0,505210,Uttar Pradesh,Telangana
Disbursed,,Disbursed,15-01-2026,Low,51000.0,411014,Maharashtra,Maharashtra
Disbursed,,Disbursed,19-02-2026,Medium,103000.0,458336,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,27-01-2026,Low,50000.0,271865,Rajasthan,Uttar Pradesh
Disbursed,,Disbursed,07-01-2026,Low,29000.0,402102,Maharashtra,Maharashtra
Disbursed,,Disbursed,08-02-2026,Low,36000.0,401604,Rajasthan,Maharashtra
Disbursed,,Disbursed,22-01-2026,Very High,143000.0,321201,Madhya Pradesh,Rajasthan
Disbursed,,Disbursed,06-02-2026,Low,56000.0,110151,Bihar,Delhi
Disbursed,,Disbursed,23-03-2026,Low,114000.0,274404,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,25-04-2026,High,48000.0,229404,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,11-01-2026,Medium,109000.0,481445,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,20-04-2026,Medium,79000.0,562110,Karnataka,Karnataka
Disbursed,,Disbursed,04-03-2026,Low,105000.0,509381,Madhya Pradesh,Telangana
Disbursed,,Disbursed,25-02-2026,Low,55000.0,110195,Delhi,Delhi
Disbursed,,Disbursed,10-04-2026,Low,113000.0,742121,West Bengal,West Bengal
Disbursed,,Disbursed,26-01-2026,Low,47000.0,700064,West Bengal,West Bengal
Disbursed,,Disbursed,03-02-2026,High,119000.0,614206,Uttar Pradesh,Tamil Nadu
Disbursed,,Disbursed,15-02-2026,Very High,110000.0,504310,Telangana,Telangana
Disbursed,,Disbursed,07-01-2026,Medium,71000.0,211023,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,05-02-2026,Low,37000.0,600023,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,02-02-2026,High,159000.0,416112,Odisha,Maharashtra
Disbursed,,Disbursed,10-04-2026,Medium,98000.0,476229,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,05-03-2026,Low,81000.0,470442,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,22-04-2026,High,184000.0,485773,Uttar Pradesh,Madhya Pradesh
Disbursed,,Disbursed,10-01-2026,Low,31000.0,643007,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,25-01-2026,Low,48000.0,722202,West Bengal,West Bengal
Disbursed,,Disbursed,11-02-2026,Medium,59000.0,383316,Gujarat,Gujarat
Disbursed,,Disbursed,03-02-2026,Low,86000.0,313602,Rajasthan,Rajasthan
Disbursed,,Disbursed,08-01-2026,Very High,179000.0,508202,Telangana,Telangana
Disbursed,,Disbursed,29-04-2026,Medium,56000.0,396540,Gujarat,Gujarat
Disbursed,,Disbursed,10-03-2026,Medium,92000.0,110124,Delhi,Delhi
Disbursed,tp_form,Disbursed,07-04-2026,Medium,51000.0,577453,Karnataka,Karnataka
Disbursed,,Disbursed,27-02-2026,High,114000.0,122010,Madhya Pradesh,Delhi
Disbursed,,Disbursed,20-01-2026,High,134000.0,331028,Rajasthan,Rajasthan
Disbursed,,Disbursed,02-03-2026,Medium,149000.0,444511,Maharashtra,Maharashtra
Disbursed,,Disbursed,07-04-2026,Medium,145000.0,370040,Gujarat,Gujarat
Disbursed,,Disbursed,07-01-2026,Low,37000.0,500108,Telangana,Telangana
Disbursed,,Disbursed,03-01-2026,Medium,79000.0,413217,Odisha,Maharashtra
Disbursed,tp_form,Disbursed,21-02-2026,Low,50000.0,313207,Rajasthan,Rajasthan
Disbursed,,Disbursed,29-03-2026,Very High,148000.0,243751,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,13-01-2026,Low,49000.0,304024,Rajasthan,Rajasthan
Disbursed,,Disbursed,06-03-2026,Low,32000.0,486002,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,29-03-2026,High,140000.0,390021,Gujarat,Gujarat
Disbursed,,Disbursed,20-02-2026,High,139000.0,370645,Odisha,Gujarat
Disbursed,,Disbursed,13-02-2026,Low,86000.0,110055,Delhi,Delhi
Disbursed,,Disbursed,01-04-2026,High,159000.0,635115,Tamil Nadu,Tamil Nadu
Disbursed,tp_form,Disbursed,09-03-2026,High,115000.0,641048,Tamil Nadu,Tamil Nadu
Disbursed,tp_form,Disbursed,27-01-2026,High,157000.0,623806,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,19-01-2026,Medium,94000.0,581116,Madhya Pradesh,Karnataka
Disbursed,,Disbursed,08-02-2026,Very High,165000.0,731125,Madhya Pradesh,West Bengal
Disbursed,,Disbursed,29-01-2026,Low,54000.0,110044,Delhi,Delhi
Disbursed,,Disbursed,28-02-2026,Medium,87000.0,712303,West Bengal,West Bengal
Disbursed,,Disbursed,04-02-2026,Low,65000.0,721517,Madhya Pradesh,West Bengal
Disbursed,tp_form,Disbursed,01-03-2026,High,79000.0,416001,Maharashtra,Maharashtra
Disbursed,,Disbursed,04-04-2026,Low,48000.0,635105,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,22-03-2026,Medium,100000.0,586127,Karnataka,Karnataka
Disbursed,,Disbursed,28-02-2026,Low,45000.0,741137,West Bengal,West Bengal
Disbursed,,Disbursed,21-04-2026,Medium,56000.0,583239,Karnataka,Karnataka
Disbursed,,Disbursed,29-04-2026,Medium,79000.0,501506,Odisha,Telangana
Disbursed,,Disbursed,08-03-2026,Low,56000.0,509205,Telangana,Telangana
Disbursed,,Disbursed,03-02-2026,Low,55000.0,402301,Maharashtra,Maharashtra
Disbursed,,Disbursed,30-04-2026,Medium,146000.0,635115,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,04-04-2026,Low,66000.0,581347,Karnataka,Karnataka
Disbursed,,Disbursed,14-03-2026,Medium,111000.0,442401,Maharashtra,Maharashtra
Disbursed,,Disbursed,06-04-2026,Low,103000.0,311404,Rajasthan,Rajasthan
Disbursed,,Disbursed,17-02-2026,Low,63000.0,700036,Uttar Pradesh,West Bengal
Disbursed,,Disbursed,17-02-2026,Low,101000.0,721645,Bihar,West Bengal
Disbursed,,Disbursed,30-01-2026,Low,94000.0,462036,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,20-01-2026,Low,34000.0,486335,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,18-03-2026,Low,120000.0,621651,Madhya Pradesh,Tamil Nadu
Disbursed,,Disbursed,03-04-2026,High,186000.0,504215,Telangana,Telangana
Disbursed,,Disbursed,01-04-2026,Low,76000.0,322218,Madhya Pradesh,Rajasthan
Disbursed,,Disbursed,17-01-2026,Low,43000.0,382110,Gujarat,Gujarat
Disbursed,,Disbursed,28-03-2026,Low,43000.0,455221,Madhya Pradesh,Madhya Pradesh
Disbursed,,Disbursed,12-01-2026,Medium,161000.0,303323,Rajasthan,Rajasthan
Disbursed,,Disbursed,19-04-2026,Medium,88000.0,305814,Rajasthan,Rajasthan
Disbursed,,Disbursed,14-04-2026,High,91000.0,500118,Telangana,Telangana
Disbursed,,Disbursed,28-03-2026,High,72000.0,110043,Delhi,Delhi
Disbursed,,Disbursed,10-04-2026,Low,82000.0,396460,Gujarat,Gujarat
Disbursed,,Disbursed,16-02-2026,Medium,135000.0,560061,Karnataka,Karnataka
Disbursed,,Disbursed,12-03-2026,Low,47000.0,247341,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,04-01-2026,Medium,124000.0,444601,Maharashtra,Maharashtra
Disbursed,,Disbursed,18-01-2026,Low,42000.0,277205,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,22-02-2026,Medium,140000.0,333504,Rajasthan,Rajasthan
Disbursed,,Disbursed,30-04-2026,High,62000.0,370205,Madhya Pradesh,Gujarat
Disbursed,,Disbursed,15-01-2026,Medium,100000.0,742302,West Bengal,West Bengal
Disbursed,,Disbursed,02-03-2026,Low,35000.0,400030,Maharashtra,Maharashtra
Disbursed,,Disbursed,02-01-2026,Very High,64000.0,311404,Uttar Pradesh,Rajasthan
Disbursed,,Disbursed,18-01-2026,Low,40000.0,713321,Rajasthan,West Bengal
Disbursed,,Disbursed,03-02-2026,Low,84000.0,110008,Delhi,Delhi
Disbursed,,Disbursed,23-04-2026,Low,86000.0,312401,Rajasthan,Rajasthan
Disbursed,,Disbursed,04-01-2026,Low,121000.0,638315,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,12-02-2026,Low,45000.0,583284,Uttar Pradesh,Karnataka
Disbursed,,Disbursed,10-02-2026,Medium,50000.0,281005,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,11-02-2026,Low,56000.0,477441,Odisha,Madhya Pradesh
Disbursed,,Disbursed,03-03-2026,Medium,103000.0,110051,Delhi,Delhi
Disbursed,,Disbursed,25-01-2026,Low,118000.0,507103,Telangana,Telangana
Disbursed,tp_form,Disbursed,13-01-2026,Low,46000.0,581347,Uttar Pradesh,Karnataka
Disbursed,,Disbursed,21-03-2026,Medium,84000.0,507119,Bihar,Telangana
Disbursed,,Disbursed,15-01-2026,Medium,111000.0,412203,Maharashtra,Maharashtra
Disbursed,tp_form,Disbursed,03-02-2026,Low,106000.0,626004,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,24-02-2026,Medium,121000.0,591104,Odisha,Karnataka
Disbursed,,Disbursed,09-03-2026,High,104000.0,416551,Maharashtra,Maharashtra
Disbursed,,Disbursed,19-01-2026,Medium,41000.0,206003,Uttar Pradesh,Uttar Pradesh
Disbursed,,Disbursed,13-02-2026,High,119000.0,743133,Odisha,West Bengal
Disbursed,,Disbursed,17-04-2026,Low,95000.0,508212,Telangana,Telangana
Disbursed,,Disbursed,18-04-2026,Medium,70000.0,110047,Delhi,Delhi
Disbursed,,Disbursed,08-04-2026,Low,97000.0,416551,Maharashtra,Maharashtra
Disbursed,,Disbursed,02-02-2026,Low,76000.0,900056,Delhi,Delhi
Disbursed,,Disbursed,27-04-2026,Medium,141000.0,365640,Gujarat,Gujarat
Disbursed,,Disbursed,09-02-2026,Medium,120000.0,734012,West Bengal,West Bengal
Disbursed,,Disbursed,27-01-2026,High,171000.0,600056,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,12-03-2026,Low,118000.0,400703,Maharashtra,Maharashtra
Disbursed,,Disbursed,25-01-2026,Medium,60000.0,321610,Rajasthan,Rajasthan
Disbursed,,Disbursed,08-02-2026,Medium,104000.0,383245,Gujarat,Gujarat
Disbursed,,Disbursed,20-02-2026,Low,54000.0,585322,Karnataka,Karnataka
Disbursed,tp_form,Disbursed,22-03-2026,Low,93000.0,505304,Rajasthan,Telangana
Disbursed,,Disbursed,23-01-2026,Low,114000.0,721422,Uttar Pradesh,West Bengal
Disbursed,,Disbursed,02-02-2026,Medium,96000.0,571254,Karnataka,Karnataka
Disbursed,tp_form,Disbursed,11-02-2026,Very High,141000.0,331507,Rajasthan,Rajasthan
Disbursed,,Disbursed,19-02-2026,Medium,42000.0,110035,Delhi,Delhi
Disbursed,,Disbursed,04-02-2026,Low,69000.0,387550,Odisha,Gujarat
Disbursed,,Disbursed,10-04-2026,High,85000.0,509381,Uttar Pradesh,Telangana
Disbursed,,Disbursed,13-04-2026,High,176000.0,444201,Maharashtra,Maharashtra
Disbursed,,Disbursed,24-03-2026,High,184000.0,285129,Uttar Pradesh,Uttar Pradesh
Disbursed,tp_form,Disbursed,20-01-2026,Low,75000.0,638102,Uttar Pradesh,Tamil Nadu
Disbursed,,Disbursed,11-04-2026,High,50000.0,110005,Delhi,Delhi
Disbursed,,Disbursed,05-03-2026,Medium,103000.0,110030,Rajasthan,Delhi
Disbursed,,Disbursed,09-04-2026,Low,41000.0,110078,Bihar,Delhi
Disbursed,,Disbursed,28-03-2026,Medium,143000.0,623409,Tamil Nadu,Tamil Nadu
Disbursed,,Disbursed,05-03-2026,Medium,80000.0,612201,Tamil Nadu,Tamil Nadu
Disbursed,tp_form,Disbursed,20-01-2026,Low,112000.0,361160,Gujarat,Gujarat
Disbursed,,Disbursed,29-04-2026,Low,96000.0,713357,West Bengal,West Bengal
Disbursed,,Disbursed,28-04-2026,High,100000.0,731236,West Bengal,West Bengal
Disbursed,,Disbursed,22-02-2026,Medium,45000.0,600071,Tamil Nadu,Tamil Nadu
